INSTALL_YR,INSTALL_MO,OBJECTID,ADDRESS,LOCATION,STREET,PLACEMENT,RACKS,SPACES,GLOBALID,LAT,LON,point
2016,10,3342,1802 Balboa,Korean Restaurant,BALBOA,SIDEWALK,1,2,{9B0242EF-0DA5-4DAC-AB70-124AB62EE063},37.776661,-122.478091,POINT (-122.47809101399172 37.7766613847531)
2005,0,2958,999 BRANNAN ST,Dolby Labratories,BRANNAN,SIDEWALK,1,2,{8E35A924-7455-4E90-99A0-B8132963D08F},37.770091,-122.406266,POINT (-122.40626579600949 37.77009100278782)
2008,9,98,55 MUSIC CONCOURSE DR,California Academy of Sciences,MUSIC CONCOURSE,PARCEL,44,88,{84800E3C-4D43-4CFE-9ECF-8909D3B9DA42},37.769878,-122.46685,POINT (-122.46685008772619 37.76987797685492)
2017,10,4531,1 Dr Carlton B Goodlett Pl,City Hall Entrance,Dr Carlton B Goodlett Pl,SIDEWALK,3,6,{E545A520-AC39-4968-BDB6-104FF418A41B},,,POINT (-122.41881734134911 37.779323508789304)
2016,7,3566,2600 Judah St,The Pilates Workshop,JUDAH,SIDEWALK,2,4,{FA00F87E-0E2B-4256-AE28-5F23EC5173C6},37.761201,-122.48989,POINT (-122.48989019114278 37.76120117797395)
2012,7,1344,3111 24TH ST,Local Mission Eatery,24TH,SIDEWALK,1,2,{7EEB5422-196C-47A9-86E1-694E9F1C274B},37.752246,-122.414434,POINT (-122.41443379749805 37.75224600511981)
2018,8,4699,3349 23rd Street,Velvet Cantina,23rd Street,SIDEWALK,2,4,{16B03BCE-8043-4222-B9DA-9A8CAD0C601D},,,POINT (-122.41947589064073 37.753651130524496)
2017,5,3276,1400 Mission Street,Various,MISSION,SIDEWALK,2,4,{EC8885EB-85CA-4DDF-9FF0-1F0B90F8B904},37.775292,-122.416005,POINT (-122.41600514076814 37.775292271422956)
2017,10,4522,1382 09th Avenue,Asian Kitchen & Deli,09th Avenue,SIDEWALK,1,2,{381A41BF-60F6-46AB-839D-2918B4451778},,,POINT (-122.46592124990698 37.76253740065114)
2016,11,3373,127 Clement,B Star,CLEMENT,SIDEWALK,1,2,{453A7B7B-6A8A-40EF-9D1A-8256F516EEBE},37.783054,-122.460431,POINT (-122.46043123478637 37.78305424196527)
2012,2,2347,2700 24TH ST,Wok & Go Chinese Restaurant,POTRERO,SIDEWALK,1,2,{C9B50C87-497C-4CFE-A7CD-CF8DE5962749},37.753143,-122.406678,POINT (-122.4066777981818 37.75314300469177)
2016,7,3587,235 Eddy St,Tenderloin Housing Clinic,EDDY,SIDEWALK,2,4,{85F601DC-3921-44C0-AC26-3E31CC30937C},37.783999,-122.411523,POINT (-122.41152331403727 37.783998988164896)
0,0,604,798 ARGUELLO BLVD,Velo Rouge Cafe,ARGUELLO,SIDEWALK,3,6,{EC6C130E-548F-451F-B3BB-8D49FC8F4FA1},37.775406,-122.458089,POINT (-122.45808878820301 37.77540600691502)
2015,1,399,307 HAYES ST,Lers Ros Thai,HAYES,SIDEWALK,2,4,{B293DD04-8D3B-48B5-8400-74CDFF305A8E},37.776919,-122.421675,POINT (-122.42167539277085 37.776918903550765)
2015,1,1365,4151 17TH ST,Eureka Market,17TH,SIDEWALK,1,2,{69BB14B2-6520-4822-9386-EE2228BC4462},37.762166,-122.438527,POINT (-122.43852669235774 37.762165505939564)
2010,0,53,708 MONTGOMERY ST,Clement St. Bar and Grill,MONTGOMERY,SIDEWALK,1,2,{E7535B5E-E957-4CF4-A421-61C7388D5B72},37.795806,-122.403144,POINT (-122.40314379369275 37.795806001064534)
2003,0,247,1 BUSH PLZ,One Bush Plaza,MARKET,SIDEWALK,1,2,{0D625B7F-A253-4A3F-87ED-814FBE3E54EE},37.790543,-122.40032,POINT (-122.40032049404738 37.79054333027202)
2016,7,3565,251 6th Ave,Peabody Elementary School,07TH,SIDEWALK,3,6,{A6656A50-29EA-48DE-9D85-71ABAB5DA528},37.783881,-122.464576,POINT (-122.46457584987415 37.78388070716226)
2018,1,4595,201 Steiner Street,Reveille Coffee,Steiner Street,SIDEWALK,1,2,{A9BF1D95-F036-4C3C-83F0-AE49E2C0A8FE},,,POINT (-122.43223495236577 37.771087469221484)
2017,9,4661,5036 Geary Blvd,Geary Dance,Geary Blvd,SIDEWALK,2,4,{70BF165D-F6A4-4E86-926A-B93AED6F9133},,,POINT (-122.47357666986728 37.78090630952408)
2015,1,148,233 SANSOME ST,BOMA,SANSOME,SIDEWALK,1,2,{B54CB26A-C197-479A-A9F1-90F35F9BDAE2},37.792604,-122.401302,POINT (-122.40130179403711 37.79260400081021)
2010,11,3027,747 HOWARD ST,Moscone Center,HOWARD,SIDEWALK,3,6,{0A77E82D-FCA7-4EAB-8D9E-A4496004F6A2},37.783508,-122.4008,POINT (-122.4007997952536 37.78350800187082)
0,0,2904,2 EMBARCADERO CENTER,2 Embarcadero Center,CLAY,GARAGE,7,14,{FC9F94F5-F269-4B3B-88C7-D5BC84AF4B0B},37.795017,-122.398736,POINT (-122.39873579390823 37.795017000684325)
2017,7,3210,2333 Irving St,Lychee Cafe,IRVING,SIDEWALK,1,2,{530A4717-C111-4064-88F8-096A81E4BB76},37.763241,-122.482839,POINT (-122.4828386107788 37.76324135872239)
2017,9,4658,968 Valencia Street,Benny Gold,Valencia Street,SIDEWALK,1,1,{609F029B-93C2-481F-987B-88CC91EC4194},,,POINT (-122.42145958193926 37.757498820613364)
2017,4,3254,126 Sacramento St,"Embarcadero Center, Ann Taylor",SACRAMENTO,SIDEWALK,2,4,{DECFDED3-C5AC-4F0B-A999-393EFB9576A6},37.794613,-122.396938,POINT (-122.396937784914 37.79461292293979)
2004,0,141,3380 24TH ST,Michelle's Hair Salon,24TH,SIDEWALK,1,2,{D8F1DB40-9489-4EB2-877A-4A1714AEE4EB},37.752323,-122.420166,POINT (-122.42016579529911 37.75232300587375)
2015,8,3003,1355 MARKET ST,Twitter (multiple),MARKET,SIDEWALK,4,8,{C2A41224-1E8A-4726-AB73-10A38202F7AE},37.776889,-122.416854,POINT (-122.41685393804956 37.77688914778923)
2011,12,2604,1755 POLK ST,"Crepe House, The",POLK,ROADWAY,5,10,{2896A7C3-84B4-435B-9735-2CB218E28DB7},37.793033,-122.421368,POINT (-122.42136779127532 37.793033002218266)
2017,10,4534,285 14th Street,Apt. Bld. Complex,14th Street,SIDEWALK,2,4,{B0247AA0-D324-4A57-BEA0-6D2F9839BF8C},,,POINT (-122.41945742002638 37.76812027150397)
2010,9,1523,405 ARGUELLO BLVD,T & T Nails,ARGUELLO,SIDEWALK,1,2,{BB443967-3F1B-4D90-9EF0-96AE751236B5},37.782894,-122.459324,POINT (-122.45932378729472 37.78289400598921)
2017,1,3444,256 Grant Avenue,Banana Republic,GRANT,SIDEWALK,2,4,{E88835B5-9E9A-4D2E-B7C5-452CB5640972},37.789195,-122.405226,POINT (-122.40522576198615 37.789195308534154)
2015,1,2527,2 FOLSOM ST,Gap Headquarters,FOLSOM,SIDEWALK,6,12,{4048AB5E-FF16-4BDE-94AF-A631A1688D49},37.790782,-122.390948,POINT (-122.39094839578891 37.790781800619826)
2003,0,82,1525 MARKET ST,Bank of America,11TH,SIDEWALK,1,2,{21E86D2B-277E-4D3F-B4F2-B01CE2716E95},37.774857,-122.418568,POINT (-122.41856779325451 37.774857004026686)
2013,1,2040,764 HARRISON ST,Epicenter Cafe,HARRISON,SIDEWALK,2,4,{DF42FA1E-A768-4C76-ABF6-99BB53457B31},37.781645,-122.399104,POINT (-122.39910379530745 37.78164500177838)
0,0,1881,1362 STOCKTON ST,Fancy Wheat Field Bakery,STOCKTON,SIDEWALK,1,2,{BC58D66F-7CBE-45C8-9D83-D2C73E4A008D},37.798427,-122.408408,POINT (-122.40840779221809 37.79842700057464)
2018,1,4596,1310 09th Avenue,On the Run,09th Avenue,SIDEWALK,1,2,{BDA34F78-4721-46C2-A7CF-4BAFC21DC5B3},,,POINT (-122.4660472487534 37.763790540774195)
2010,9,1038,1351 HARRISON ST,Circle Community Acupuncture,HARRISON,SIDEWALK,1,2,{27E29754-D35C-4F56-A50E-0DF4D101D105},37.77186,-122.4106,POINT (-122.41059979445959 37.77186000354622)
2002,0,808,316 CLEMENT ST,Chung Chou City,CLEMENT,SIDEWALK,1,2,{800F6675-57CF-46B7-9985-35F2B352C26D},37.783271,-122.462649,POINT (-122.46264878619317 37.783271005731905)
2018,9,4947,1817 Market Street,Pisco Latin Lounge,Market Street,SIDEWALK,1,2,{406EBCA6-F1D3-4830-BE25-DE65370B6360},,,POINT (-122.42388307378295 37.771306360669264)
2016,11,3356,130 Clement,The Spanish Table,CLEMENT,SIDEWALK,1,2,{4B41AA79-86B8-4C77-B264-2C92B3A7F0FC},37.783189,-122.460482,POINT (-122.46048227146608 37.783189448477934)
2010,10,2170,1121 MISSION ST,Asian Pacific Islander Legal Outreach,MISSION,SIDEWALK,1,2,{CB8A4713-FA60-40D5-83D4-E3754B49F338},37.778647,-122.411217,POINT (-122.41121679422045 37.7786470030899)
2003,0,1567,1314 CASTRO ST,Tierra Mia,CASTRO,SIDEWALK,1,2,{23D9D1A8-6F7B-403F-8019-379B3A584A84},37.750991,-122.434323,POINT (-122.4343227943159 37.75099100646221)
2004,0,1051,1218 VALENCIA ST,Cut Loose,VALENCIA,SIDEWALK,1,2,{9F154BF2-E901-400F-B526-B736D77E43C2},37.753341,-122.421028,POINT (-122.42102779617042 37.753341005121484)
2015,8,1978,601 ALABAMA ST,Mosaica,ALABAMA,SIDEWALK,3,6,{5ABD36BC-F870-4AD3-A851-FA9F0D43374B},37.76161,-122.41196,POINT (-122.4119603698205 37.76161012459041)
2010,0,2532,307 KEARNY ST,muraccis Japanese Curry,KEARNY,SIDEWALK,1,2,{EF166DF5-659C-4598-ACC0-041CEC05EA48},37.790892,-122.404251,POINT (-122.40425079346416 37.790892001407144)
2004,0,2624,101 GEARY ST,Swatch,GEARY,SIDEWALK,1,2,{D2FA0B7C-F933-4A60-B3A3-59B8FA2221B7},37.787592,-122.405267,POINT (-122.4052667936988 37.78759200156333)
2004,0,450,941 KEARNY ST,UNKNOWN,KEARNY,SIDEWALK,1,2,{BA99F8CD-E2D6-4CDA-BF9A-95A6E3E30DDE},37.796773,-122.405579,POINT (-122.40557879237514 37.79677300075556)
2015,10,693,655 PRESIDIO AVE,SF Fire Museum,PRESIDIO,SIDEWALK,1,2,{F7F4538C-F059-4A61-B87A-1564211CBD2D},37.785781,-122.446592,POINT (-122.4465924495696 37.78578068592119)
2016,11,3491,801 Taraval St,Orthodontics Pediatric Dentistry,TARAVAL,SIDEWALK,1,2,{BEE94940-1A31-420E-8FE4-C3E9D0838C06},37.743027,-122.47465,POINT (-122.47464967711167 37.7430267163211)
0,0,2546,945 MARKET ST,UNKNOWN,MARKET,SIDEWALK,1,2,{F0F23716-F016-4BA5-B0FC-99F083AA4584},37.782882,-122.408765,POINT (-122.40876479416526 37.782882001702916)
2002,0,832,65 09TH ST,UNKNOWN,09TH,SIDEWALK,1,2,{F923DFD9-82EA-4F00-9CEB-6395AE91B123},37.776765,-122.414935,POINT (-122.41493479408653 37.77676500349892)
2011,11,2018,None,Judah St & La Playa St,JUDAH,SIDEWALK,1,2,{0ACADC98-06AD-4082-884E-7D4B9BCE8C35},37.760135,-122.508907,POINT (-122.50890678110402 37.76013501182586)
2005,0,133,182 GOUGH ST,Dawa Advanced Medical Clinic,GOUGH,SIDEWALK,1,2,{CF693C56-5D4A-47AE-8D17-FDF7978B188D},37.774865,-122.422343,POINT (-122.42234279259468 37.774865003195416)
2006,0,2384,563 02ND ST,UNKNOWN,02ND,SIDEWALK,1,2,{B0C4260E-1D6D-405D-A10B-688BB8786B96},37.782534,-122.392448,POINT (-122.39244779722029 37.78253400107412)
0,0,2003,850 BRYANT ST,SFPD Southern Station,BRYANT,PARCEL,6,12,{DA0B85D9-F765-410D-BB65-14C96C95803B},37.775393,-122.404376,POINT (-122.4043757949875 37.77539300240472)
2003,0,1406,564 MARKET ST,Dharmaspace Pilates,MARKET,SIDEWALK,1,2,{DAE09400-1604-420F-AD99-D724EDAB2696},37.789874,-122.401175,POINT (-122.4011747948725 37.789874001005025)
2018,5,4944,2699 Mission Street,That's It,Mission Street,SIDEWALK,1,2,{154E21E9-8B32-4EA7-B180-2F40C982E6DB},,,POINT (-122.41853136809456 37.75396924387637)
2004,0,790,4526 03RD ST,Bakery San Marcos,03RD,SIDEWALK,1,2,{FC64EEDF-8A8F-4462-8B12-8E1A6684A1E7},37.736881,-122.390265,POINT (-122.39026510193459 37.736880684640106)
2009,0,1472,71 LELAND AVE,Visiticion Valley One Link Career Center,LELAND,SIDEWALK,1,2,{78F69C25-A6AC-410B-AAA9-8656BD083B19},37.711587,-122.405371,POINT (-122.40537080307716 37.711587007336384)
2012,4,1577,11 SOUTH VAN NESS AVE,SFMTA Customer Service,S VAN NESS,SIDEWALK,1,2,{69BA0B93-FD48-489A-8B3B-47A50F30AC46},37.774857,-122.418567,POINT (-122.4185673937002 37.7748570336517)
2018,9,4696,707 Clement Street,Wah Supermarket,Clement Street,SIDEWALK,1,2,{1A2C441A-B581-4D13-B889-311621DA3043},,,POINT (-122.46685024844872 37.78258859989868)
2012,7,1663,538 IRVING ST,Surreal You Hair Design,IRVING,SIDEWALK,1,2,{B51D8DF5-C99B-43B3-9FDF-A20C82A54733},37.764299,-122.463885,POINT (-122.4638847886754 37.76429900783831)
2003,0,1777,519 HAYES ST,Yoga Tree,HAYES,SIDEWALK,1,2,{F1A6EE95-A1DE-470E-A7A1-34FC0748AF02},37.776429,-122.424989,POINT (-122.42498879324158 37.776429003705374)
2003,0,1754,3190 21ST ST,Jujanelly Flower Shop,21ST,SIDEWALK,1,2,{94B249D0-586E-476F-BAAC-A45FE4D05871},37.757253,-122.418592,POINT (-122.41859179502681 37.757253004805136)
2004,0,2194,1935 OCEAN AVE,Ocean Cyclery,OCEAN,SIDEWALK,1,2,{57664F2A-73AD-44B6-9B6C-B98829C7E056},37.72533,-122.463094,POINT (-122.4630937927966 37.725330011371554)
2002,0,207,1085 VALENCIA ST,The Lotus Center,VALENCIA,SIDEWALK,1,2,{A3343EB4-9921-4C9E-B478-1C08AD7ADE30},37.755645,-122.420625,POINT (-122.42062519556833 37.755644655102394)
2018,3,4765,586 06th Street,Ritual Hot Yoga,06th Street,SIDEWALK,2,4,{5A3FCDFE-4EB6-48C2-B620-A3C33C03CEFA},,,POINT (-122.40153086064926 37.77492449030654)
2017,9,4641,842 Cole Street,Fix My Phone SF/ S.F Wheels,Cole Street,SIDEWALK,2,4,{4D9578A7-B6AD-4154-81C7-EE37763BF6A0},,,POINT (-122.44977742940294 37.76619644020461)
2016,8,3540,1019 Market Street,Chai Bar,MARKET,SIDEWALK,1,2,{6902F457-C5E9-45F0-89D1-7355093F3048},37.781803,-122.410639,POINT (-122.41063917336606 37.781803193198435)
2012,8,496,3821 24TH ST,Noe Valley Wine Merchants,24TH,SIDEWALK,1,2,{1773CBC7-70C0-459B-A183-E6B123236633},37.751414,-122.427928,POINT (-122.42792779542893 37.75141400631258)
2011,3,2341,560 LARKIN ST,Saigon Sandwich,LARKIN,SIDEWALK,1,2,{E70BBAB6-74F4-4E48-997F-71E86D81996B},37.783165,-122.417211,POINT (-122.41721139219294 37.783165202802294)
2016,11,3364,211 Clement,Wako Japanese,CLEMENT,SIDEWALK,1,2,{F8CE754F-A258-40AF-9A57-BE0BB06C24F5},37.783013,-122.461337,POINT (-122.46133738256825 37.783012715164816)
2015,10,390,1628 POST ST,Bay Jiu-Jitsu,POST,SIDEWALK,2,4,{9D4FA5D9-6DB2-46A0-BC0E-C5938115062F},37.785786,-122.428651,POINT (-122.42865068145778 37.78578630059749)
2002,0,100,577 02ND ST,UNKNOWN,02ND,SIDEWALK,1,2,{E102624C-D9EC-4ED9-AB9A-F51E39131C21},37.782258,-122.39213,POINT (-122.39212979672703 37.782258000383344)
2011,12,2795,1833 FILLMORE ST,Women's Community Clinic,FILLMORE,ROADWAY,6,12,{B3608C4B-6974-4EDD-85EF-2472C69FB124},37.786484,-122.433636,POINT (-122.4336357904446 37.786484003181684)
2015,8,1832,446 VALENCIA ST,Stage Werx,VALENCIA,SIDEWALK,2,4,{4B46961E-550E-492F-B8B6-6A21DC7F811A},37.765772,-122.422056,POINT (-122.4220560428618 37.76577211372996)
2010,12,851,3505 20TH ST,Mission Economic Development Association,20TH,SIDEWALK,2,4,{80BE556D-E263-4D5E-BF9C-3F537645F1E6},37.758455,-122.419322,POINT (-122.4193217954391 37.75845500516281)
2015,1,1671,1785 FULTON ST,Barrel Head Brewhouse,FULTON,SIDEWALK,2,4,{A7F95C10-28A2-4944-A7D1-934C01E81AB1},37.775949,-122.446137,POINT (-122.44613678884963 37.77594900582517)
2018,1,4605,2071 03rd Street,The Sandwich Shop.,03rd Street,SIDEWALK,3,6,{BDBEB9F3-DFE9-44AC-8FAD-CE2C8E70C62C},,,POINT (-122.38848573134152 37.76350761123803)
2013,6,670,2390 BUSH ST,St. Dominic's Catholic Church,STEINER,SIDEWALK,2,4,{BFA9C8C6-A5CE-4524-A9B3-740F7C93D08E},37.78738,-122.435767,POINT (-122.43576678930405 37.787380003000465)
2002,0,746,313 NOE ST,Buena Vista Realty,NOE,SIDEWALK,1,2,{B4631874-5025-4A20-A9D6-406C968B2B80},37.763902,-122.432737,POINT (-122.43273679304303 37.76390200590918)
2004,0,2985,4112 24TH ST,multiple,24TH,SIDEWALK,1,2,{268CFF5E-28FE-414F-893A-13F0798E37CE},37.751508,-122.434556,POINT (-122.4345557945195 37.75150800704335)
2013,1,2973,600 DIVISADERO ST,Rare Device,DIVISADERO,SIDEWALK,1,2,{4CC5C9E2-456F-4109-8247-45CC37629B37},37.775172,-122.437504,POINT (-122.43750379004942 37.77517200543129)
2018,2,4621,2337 Market Street,Tacorgasmico,Market Street,SIDEWALK,1,2,{3B493C98-E0FC-4D74-A499-880A2F602DBB},,,POINT (-122.43381051234486 37.76320854024376)
2018,9,4692,6001 California Street,California Market,California Street,SIDEWALK,1,2,{C2E3FED5-60CF-4A42-9991-BC000FA43F63},,,POINT (-122.48196090884475 37.783775209211086)
2015,1,797,477 FULTON ST,LZ Patio and Wash,FULTON,SIDEWALK,1,2,{2D1D6217-DA6C-4D4F-9C1C-EF9F606A6F6C},37.778577,-122.424601,POINT (-122.42460119256158 37.77857740396545)
2012,7,1621,1660 PACIFIC AVE,TRX Training Centers,PACIFIC,SIDEWALK,1,2,{A6CD03CF-5DF0-4757-BF32-5AB877F78DD5},37.795152,-122.422556,POINT (-122.42255589115062 37.795151802600095)
2017,9,4490,5317 Geary St,Buffalo Burger,Geary St,SIDEWALK,1,2,{937F49D4-30D8-498D-AC97-505305B74825},,,POINT (-122.47641556924124 37.78026455938825)
2004,0,2562,322 HAYES ST,Fringe Salon,HAYES,SIDEWALK,1,2,{886646CF-F793-48D2-A4F1-0BF8491C75EE},37.77728,-122.421873,POINT (-122.4218733920669 37.77728031416632)
2017,1,3383,1404 Church,Physical therapy,CHURCH,SIDEWALK,1,2,{5BA49DBF-E4FC-485C-B168-D820BFA892E4},37.748404,-122.427201,POINT (-122.42720060119696 37.748403911235435)
2013,8,1219,1285 SUTTER ST,multiple,VAN NESS,SIDEWALK,2,4,{1AC6C6DA-E201-4884-BF7E-82092A9756F3},37.787348,-122.421176,POINT (-122.42117579189011 37.78734800276752)
2011,11,78,937 GEARY ST,Amsterdam Cafe,GEARY,SIDEWALK,1,2,{BE96B96D-CFDB-4CBD-9C2D-457E1A191822},37.785751,-122.418763,POINT (-122.41876279274913 37.78575100289695)
2002,0,2536,1722 TARAVAL ST,Greenhouse Cafe,TARAVAL,SIDEWALK,1,2,{42DC5A9B-FBA0-4D3E-A353-99103963B032},37.742897,-122.484675,POINT (-122.4846747867393 37.742897011851305)
2006,0,302,1651 MARKET ST,UNKNOWN,MARKET,SIDEWALK,1,2,{5CF1C680-863A-4237-B469-A4814E953578},37.773208,-122.421104,POINT (-122.42110379432043 37.77320800389514)
2003,0,2729,698 HAYES ST,Hayes Market,HAYES,SIDEWALK,1,2,{2D7F81CD-884E-44F2-BEA6-87EC5004196B},37.776461,-122.427769,POINT (-122.42776879177082 37.77646100438896)
2016,7,3612,3193 MISSION ST,Old Bus Tavern,MISSION,SIDEWALK,2,4,{87FAE5EE-8FE6-4A6C-9AAB-39A72F87C29B},37.745732,-122.4197,POINT (-122.41969987172645 37.74573195330624)
2015,1,1610,674 SOUTH VAN NESS AVE,CrossFit Alinea,SOUTH VAN NESS,SIDEWALK,1,2,{EB3D5792-C16B-444C-933E-71D44C78B50C},37.762335,-122.417633,POINT (-122.41763299472386 37.762334904946755)
2011,11,918,1073 MARKET ST,Huckleberry Bicycles,MARKET,SIDEWALK,2,4,{831811D8-8318-4E00-B720-E89986B97689},37.780639,-122.411602,POINT (-122.41160179420518 37.780639002650005)
2013,3,525,900 NOE ST,Fitwell Chiropractic,NOE,SIDEWALK,1,2,{FD1A27A2-DDC6-4F39-93E7-732159BA08FD},37.754501,-122.432331,POINT (-122.43233079411277 37.754501007028445)
2013,5,281,1042 CLEMENT ST,Healthy Spirits,CLEMENT,SIDEWALK,2,4,{22C883F4-84CB-4B45-868A-F35EB7F5B2C4},37.782845,-122.470519,POINT (-122.4705187843663 37.782845007014096)
0,0,348,4555 CALIFORNIA ST,Village Market,CALIFORNIA,SIDEWALK,1,2,{35058878-0305-489D-B490-BD0B7B84E8A0},37.784506,-122.466493,POINT (-122.46649278515233 37.784506006415484)
2015,10,612,360 6TH ST,Gsquared,06TH,SIDEWALK,2,4,{7D0F0888-4E7B-4A69-BB7B-02F9D053253C},37.777685,-122.40471,POINT (-122.40470972793186 37.77768545607955)
2018,4,4999,1940 Harrison Street,SFMTA Flynn Division,Harrison Street,SIDEWALK,1,2,{B90CDF17-89A6-45B0-A9D3-77E0291EAF75},,,POINT (-122.41338602030507 37.766430016729636)
2013,1,695,755 FREDERICK ST,Circus Center,FREDERICK,SIDEWALK,1,2,{F542B41C-FF4D-4073-87E6-ED4FC8665283},37.765543,-122.456951,POINT (-122.4569507889518 37.76554300764032)
2011,6,503,602 IRVING ST,Beanery,IRVING,SIDEWALK,1,2,{24DB0A8C-5FA8-4EB4-BA4B-4A2197DE9560},37.764297,-122.464383,POINT (-122.4643827883051 37.76429700834759)
2016,7,3563,2950 24th st.,Taqueria El Farolito,24TH,SIDEWALK,1,2,{803BEA1A-46D7-452E-AE1A-9DEE331B7F9F},37.752752,-122.410997,POINT (-122.41099730009746 37.75275166270155)
2018,6,4753,450 Connecticut Street,American College of Traditional Chinese Medicine,Connecticut Street,SIDEWALK,1,2,{894FC505-6C53-4A82-B379-E3C624393D65},,,POINT (-122.39794521109978 37.76047319991649)
2018,12,4554,85 29th Street,Kids Cuts,29th Street,SIDEWALK,1,2,{9EC67CAE-5484-4675-B3CA-81A02DB7C9A0},,,POINT (-122.42239307069586 37.743811450558496)
2003,0,201,136 CHURCH ST,Taqueria El Castillito,CHURCH,SIDEWALK,1,2,{033019A8-2261-47B2-8922-F812570E752A},37.768718,-122.429417,POINT (-122.42941679206895 37.76871800521839)
2016,7,3547,555 Franklin St,SFUSD Office,FRANKLIN,SIDEWALK,1,2,{6F016DF2-20BB-436A-A26A-B8BEEF10C959},37.779458,-122.421895,POINT (-122.42189466240232 37.77945772550766)
2018,4,4805,3401 Mission Street,Melody Cafe,Mission Street,SIDEWALK,1,2,{2487BB5C-92FC-4650-866D-A80D12111F33},,,POINT (-122.42190489090099 37.741955521611324)
2018,9,4693,5716 Geary Blvd,Turtle Tower,Geary Blvd,SIDEWALK,1,2,{3B058D71-85AF-43C0-85BC-376408AAD46F},,,POINT (-122.48087863918646 37.78057163943061)
2012,8,469,305 DIVISADERO ST,Comix Experience,DIVISADERO,SIDEWALK,1,2,{20A87BA7-2A8E-4D8D-8EAA-A533F17A2D4A},37.77241,-122.437595,POINT (-122.43759479126757 37.772410005183595)
2017,9,4492,5411 Geary St,Hi Five Sports Zone,Geary St,SIDEWALK,1,2,{6A77AC5C-79FD-420D-8D02-C16314C8A13B},,,POINT (-122.47753175775544 37.780110869116236)
2015,7,356,199 NEW MONTGOMERY ST,The Roastery,NEW MONTGOMERY,SIDEWALK,1,2,{B39B934C-33A0-4992-AA38-CCF3E9D0C8C5},37.786601,-122.399086,POINT (-122.39908579509138 37.78660100195241)
2017,2,3313,300 Connecticut Street,Goat Hill Pizza,CONNECTICUT,SIDEWALK,1,2,{53FD2A8F-8C0D-4379-B58D-514B74A7F4AA},37.762478,-122.397578,POINT (-122.39757753309519 37.762477596582826)
2015,7,1915,198 CHURCH ST,Churchill,CHURCH; 14TH,SIDEWALK,3,6,{626DDDB9-A3E7-47E3-9FFA-9D14A0497786},37.767886,-122.429164,POINT (-122.42916439297305 37.76788600476231)
2017,2,3298,2217 Polk,Optical Works,POLK,SIDEWALK,1,2,{06D6896A-369A-44DD-8219-1F6013949926},37.797156,-122.4221,POINT (-122.42210028460454 37.79715594984392)
2017,7,4826,2341 Irving St,Mang Van Inc.,Irving Street,SIDEWALK,1,2,{813F0D74-6374-4EC4-A037-9AF7C137C884},,,POINT (-122.48326640883013 37.763043731302545)
2015,1,1400,3140 MISSION ST,Roccapulco's,MISSION,SIDEWALK,1,2,{51929344-793D-4055-9BE0-F2F7AD7100E5},37.74714,-122.419209,POINT (-122.41920929625222 37.74713970643241)
2013,6,1668,542 DIVISADERO ST,Bi Rite Market,DIVISADERO,SIDEWALK,1,2,{BFF6DF46-2DCC-4557-A66C-623D31BE9601},37.774699,-122.437387,POINT (-122.43738709020897 37.77469897487832)
2004,0,829,44 GOUGH ST,multiple,GOUGH,SIDEWALK,1,2,{92679911-053E-41ED-B17D-0974962ACFE5},37.772707,-122.420953,POINT (-122.42095279322379 37.77270700439097)
2015,1,114,3809 18TH ST,BeBeBar,18TH,SIDEWALK,1,2,{D7FF7542-A8B3-4244-A777-9979FD80DE37},37.761101,-122.428614,POINT (-122.4286136940073 37.7611007058578)
2010,0,1457,670 HOWARD ST,Hair Salon,HOWARD,SIDEWALK,1,2,{A4578E82-1725-40F1-B45F-FDCE07400516},37.785737,-122.400037,POINT (-122.40003679404208 37.78573700131157)
0,0,244,2797 UNION ST,UNKNOWN,UNION,SIDEWALK,1,2,{7BF69E54-0429-45FE-BFC7-466BFB781719},37.795667,-122.445189,POINT (-122.44518878708334 37.79566700422604)
2011,6,2101,4041 JUDAH ST,Thai Cottage,JUDAH,SIDEWALK,1,2,{150F8682-4863-42E1-8402-25EB5926105F},37.760224,-122.505537,POINT (-122.5055367830882 37.76022401143653)
2018,11,4565,325 Bay Street,Project Zen,Bay Street,SIDEWALK,1,2,{DF06186B-CA5B-4C1B-B921-8D66A37E7D71},,,POINT (-122.41262074117404 37.805595248297884)
0,0,1503,916 KEARNY,Cafe Zoetrope,KEARNY,SIDEWALK,1,2,{60FFE9C0-C9EA-4A94-9E23-8B0C81BAAA49},37.79653,-122.405008,POINT (-122.40500799294352 37.79652986074505)
0,0,536,1198 GUERRERO ST,24 Guerrero Cleaners,24TH,SIDEWALK,1,2,{8FE0F8D5-039F-4791-ABE1-BEF4B1C4C3CC},37.752096,-122.423191,POINT (-122.42319079586517 37.75209600581504)
2016,8,3545,580 California Street,Equity Office Properties,CALIFORNIA,SIDEWALK,1,2,{66FEE547-6BE6-4004-B4DB-9CBAF28F2D33},37.79276,-122.404031,POINT (-122.40403077406926 37.79275979563013)
2013,1,627,1166 HOWARD ST,Ralph Gracie Jiu Jitsu,HOWARD,SIDEWALK,2,4,{D01044B4-195C-41C8-AAFB-34FCAD4BBB1A},37.776803,-122.411461,POINT (-122.41146079430126 37.77680300295059)
